filepath,filename,pred_top1_id,pred_top1_name,pred_top1_prob,pred_top2_id,pred_top2_name,pred_top2_prob,pred_top3_id,pred_top3_name,pred_top3_prob,pred_top4_id,pred_top4_name,pred_top4_prob,pred_top5_id,pred_top5_name,pred_top5_prob
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__168.jpg,ABYSSINIAN_GROUND_HORNBILL__train__168.jpg,107,108.White_necked_Raven,16.05,23,024.Red_faced_Cormorant,12.83,22,023.Brandt_Cormorant,10.95,43,044.Frigatebird,8.61,24,025.Pelagic_Cormorant,5.13
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__169.jpg,ABYSSINIAN_GROUND_HORNBILL__train__169.jpg,107,108.White_necked_Raven,28.16,43,044.Frigatebird,14.78,23,024.Red_faced_Cormorant,13.09,187,188.Pileated_Woodpecker,5.12,100,101.White_Pelican,1.31
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__170.jpg,ABYSSINIAN_GROUND_HORNBILL__train__170.jpg,107,108.White_necked_Raven,81.51,23,024.Red_faced_Cormorant,1.05,12,013.Bobolink,0.92,122,123.Henslow_Sparrow,0.7,43,044.Frigatebird,0.55
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__171.jpg,ABYSSINIAN_GROUND_HORNBILL__train__171.jpg,23,024.Red_faced_Cormorant,30.79,107,108.White_necked_Raven,11.66,43,044.Frigatebird,6.01,106,107.Common_Raven,4.31,123,124.Le_Conte_Sparrow,3.47
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__172.jpg,ABYSSINIAN_GROUND_HORNBILL__train__172.jpg,23,024.Red_faced_Cormorant,18.17,107,108.White_necked_Raven,8.07,106,107.Common_Raven,6.22,22,023.Brandt_Cormorant,2.91,43,044.Frigatebird,2.65
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__173.jpg,ABYSSINIAN_GROUND_HORNBILL__train__173.jpg,43,044.Frigatebird,61.73,23,024.Red_faced_Cormorant,9.29,107,108.White_necked_Raven,2.83,123,124.Le_Conte_Sparrow,0.82,2,003.Sooty_Albatross,0.74
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__174.jpg,ABYSSINIAN_GROUND_HORNBILL__train__174.jpg,107,108.White_necked_Raven,88.63,23,024.Red_faced_Cormorant,1.39,24,025.Pelagic_Cormorant,0.6,106,107.Common_Raven,0.53,99,100.Brown_Pelican,0.45
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__175.jpg,ABYSSINIAN_GROUND_HORNBILL__train__175.jpg,187,188.Pileated_Woodpecker,12.74,25,026.Bronzed_Cowbird,11.68,23,024.Red_faced_Cormorant,7.06,190,191.Red_headed_Woodpecker,4.85,64,065.Slaty_backed_Gull,4.22
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__176.jpg,ABYSSINIAN_GROUND_HORNBILL__train__176.jpg,23,024.Red_faced_Cormorant,30.25,43,044.Frigatebird,12.77,107,108.White_necked_Raven,5.87,22,023.Brandt_Cormorant,2.5,187,188.Pileated_Woodpecker,2.08
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__177.jpg,ABYSSINIAN_GROUND_HORNBILL__train__177.jpg,23,024.Red_faced_Cormorant,63.71,107,108.White_necked_Raven,9.91,187,188.Pileated_Woodpecker,2.35,43,044.Frigatebird,2.08,106,107.Common_Raven,1.14
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__178.jpg,ABYSSINIAN_GROUND_HORNBILL__train__178.jpg,23,024.Red_faced_Cormorant,18.38,107,108.White_necked_Raven,17.09,106,107.Common_Raven,15.13,43,044.Frigatebird,12.0,22,023.Brandt_Cormorant,2.61
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__train__179.jpg,ABYSSINIAN_GROUND_HORNBILL__train__179.jpg,23,024.Red_faced_Cormorant,41.81,43,044.Frigatebird,5.77,107,108.White_necked_Raven,4.35,22,023.Brandt_Cormorant,1.64,187,188.Pileated_Woodpecker,1.46
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__valid__1.jpg,ABYSSINIAN_GROUND_HORNBILL__valid__1.jpg,23,024.Red_faced_Cormorant,22.49,43,044.Frigatebird,10.52,107,108.White_necked_Raven,5.97,187,188.Pileated_Woodpecker,2.72,22,023.Brandt_Cormorant,2.7
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__valid__2.jpg,ABYSSINIAN_GROUND_HORNBILL__valid__2.jpg,23,024.Red_faced_Cormorant,23.96,43,044.Frigatebird,21.71,22,023.Brandt_Cormorant,4.45,187,188.Pileated_Woodpecker,4.41,107,108.White_necked_Raven,3.25
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__valid__3.jpg,ABYSSINIAN_GROUND_HORNBILL__valid__3.jpg,23,024.Red_faced_Cormorant,29.8,43,044.Frigatebird,7.68,107,108.White_necked_Raven,4.06,65,066.Western_Gull,2.66,24,025.Pelagic_Cormorant,2.39
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__valid__4.jpg,ABYSSINIAN_GROUND_HORNBILL__valid__4.jpg,23,024.Red_faced_Cormorant,18.85,106,107.Common_Raven,12.97,107,108.White_necked_Raven,6.58,43,044.Frigatebird,2.38,22,023.Brandt_Cormorant,2.03
todas_imagens\ABYSSINIAN_GROUND_HORNBILL__valid__5.jpg,ABYSSINIAN_GROUND_HORNBILL__valid__5.jpg,107,108.White_necked_Raven,56.82,106,107.Common_Raven,6.18,23,024.Red_faced_Cormorant,2.89,28,029.American_Crow,2.05,187,188.Pileated_Woodpecker,1.01
todas_imagens\AFRICAN_CROWNED_CRANE__test__1.jpg,AFRICAN_CROWNED_CRANE__test__1.jpg,43,044.Frigatebird,5.79,190,191.Red_headed_Woodpecker,4.61,177,178.Swainson_Warbler,2.34,140,141.Artic_Tern,2.15,89,090.Red_breasted_Merganser,1.87
todas_imagens\AFRICAN_CROWNED_CRANE__test__2.jpg,AFRICAN_CROWNED_CRANE__test__2.jpg,190,191.Red_headed_Woodpecker,16.96,43,044.Frigatebird,16.43,187,188.Pileated_Woodpecker,3.91,107,108.White_necked_Raven,3.14,74,075.Green_Jay,2.92
todas_imagens\AFRICAN_CROWNED_CRANE__test__3.jpg,AFRICAN_CROWNED_CRANE__test__3.jpg,107,108.White_necked_Raven,14.87,43,044.Frigatebird,6.17,23,024.Red_faced_Cormorant,4.86,24,025.Pelagic_Cormorant,2.81,99,100.Brown_Pelican,2.3
todas_imagens\AFRICAN_CROWNED_CRANE__test__4.jpg,AFRICAN_CROWNED_CRANE__test__4.jpg,43,044.Frigatebird,5.39,140,141.Artic_Tern,3.59,107,108.White_necked_Raven,3.1,89,090.Red_breasted_Merganser,3.07,81,082.Ringed_Kingfisher,2.73
todas_imagens\AFRICAN_CROWNED_CRANE__test__5.jpg,AFRICAN_CROWNED_CRANE__test__5.jpg,99,100.Brown_Pelican,59.92,89,090.Red_breasted_Merganser,1.98,43,044.Frigatebird,1.93,42,043.Yellow_bellied_Flycatcher,1.43,23,024.Red_faced_Cormorant,1.05
todas_imagens\AFRICAN_CROWNED_CRANE__train__001.jpg,AFRICAN_CROWNED_CRANE__train__001.jpg,190,191.Red_headed_Woodpecker,5.48,43,044.Frigatebird,4.06,107,108.White_necked_Raven,3.84,100,101.White_Pelican,3.08,144,145.Elegant_Tern,2.51
todas_imagens\AFRICAN_CROWNED_CRANE__train__002.jpg,AFRICAN_CROWNED_CRANE__train__002.jpg,100,101.White_Pelican,24.91,43,044.Frigatebird,4.94,107,108.White_necked_Raven,4.81,142,143.Caspian_Tern,3.33,190,191.Red_headed_Woodpecker,2.13
todas_imagens\AFRICAN_CROWNED_CRANE__train__003.jpg,AFRICAN_CROWNED_CRANE__train__003.jpg,99,100.Brown_Pelican,8.02,107,108.White_necked_Raven,5.86,43,044.Frigatebird,5.34,23,024.Red_faced_Cormorant,3.77,89,090.Red_breasted_Merganser,2.16
todas_imagens\AFRICAN_CROWNED_CRANE__train__004.jpg,AFRICAN_CROWNED_CRANE__train__004.jpg,190,191.Red_headed_Woodpecker,19.88,107,108.White_necked_Raven,8.62,43,044.Frigatebird,2.61,60,061.Heermann_Gull,2.2,29,030.Fish_Crow,1.76
todas_imagens\AFRICAN_CROWNED_CRANE__train__005.jpg,AFRICAN_CROWNED_CRANE__train__005.jpg,190,191.Red_headed_Woodpecker,4.36,43,044.Frigatebird,4.24,107,108.White_necked_Raven,4.13,100,101.White_Pelican,3.21,99,100.Brown_Pelican,1.96
todas_imagens\AFRICAN_CROWNED_CRANE__train__006.jpg,AFRICAN_CROWNED_CRANE__train__006.jpg,107,108.White_necked_Raven,10.33,190,191.Red_headed_Woodpecker,5.25,23,024.Red_faced_Cormorant,3.37,100,101.White_Pelican,2.76,155,156.White_eyed_Vireo,2.41
todas_imagens\AFRICAN_CROWNED_CRANE__train__007.jpg,AFRICAN_CROWNED_CRANE__train__007.jpg,100,101.White_Pelican,9.27,190,191.Red_headed_Woodpecker,5.72,107,108.White_necked_Raven,5.53,43,044.Frigatebird,5.3,99,100.Brown_Pelican,2.37
todas_imagens\AFRICAN_CROWNED_CRANE__train__008.jpg,AFRICAN_CROWNED_CRANE__train__008.jpg,107,108.White_necked_Raven,3.61,99,100.Brown_Pelican,3.24,190,191.Red_headed_Woodpecker,3.02,23,024.Red_faced_Cormorant,2.76,81,082.Ringed_Kingfisher,2.36
todas_imagens\AFRICAN_CROWNED_CRANE__train__009.jpg,AFRICAN_CROWNED_CRANE__train__009.jpg,43,044.Frigatebird,5.85,99,100.Brown_Pelican,4.1,100,101.White_Pelican,3.65,190,191.Red_headed_Woodpecker,3.29,144,145.Elegant_Tern,2.87
todas_imagens\AFRICAN_CROWNED_CRANE__train__010.jpg,AFRICAN_CROWNED_CRANE__train__010.jpg,99,100.Brown_Pelican,9.52,107,108.White_necked_Raven,5.16,23,024.Red_faced_Cormorant,5.06,24,025.Pelagic_Cormorant,3.33,43,044.Frigatebird,3.1
todas_imagens\AFRICAN_CROWNED_CRANE__train__011.jpg,AFRICAN_CROWNED_CRANE__train__011.jpg,107,108.White_necked_Raven,16.45,99,100.Brown_Pelican,7.48,43,044.Frigatebird,6.12,100,101.White_Pelican,1.99,29,030.Fish_Crow,1.69
todas_imagens\AFRICAN_CROWNED_CRANE__train__012.jpg,AFRICAN_CROWNED_CRANE__train__012.jpg,99,100.Brown_Pelican,7.94,89,090.Red_breasted_Merganser,4.21,107,108.White_necked_Raven,2.64,23,024.Red_faced_Cormorant,2.48,24,025.Pelagic_Cormorant,2.44
todas_imagens\AFRICAN_CROWNED_CRANE__train__013.jpg,AFRICAN_CROWNED_CRANE__train__013.jpg,43,044.Frigatebird,9.55,190,191.Red_headed_Woodpecker,8.94,2,003.Sooty_Albatross,3.79,140,141.Artic_Tern,3.57,99,100.Brown_Pelican,2.15
todas_imagens\AFRICAN_CROWNED_CRANE__train__014.jpg,AFRICAN_CROWNED_CRANE__train__014.jpg,43,044.Frigatebird,9.88,99,100.Brown_Pelican,5.17,190,191.Red_headed_Woodpecker,4.48,140,141.Artic_Tern,2.82,23,024.Red_faced_Cormorant,2.18
todas_imagens\AFRICAN_CROWNED_CRANE__train__015.jpg,AFRICAN_CROWNED_CRANE__train__015.jpg,100,101.White_Pelican,6.08,107,108.White_necked_Raven,4.57,99,100.Brown_Pelican,3.03,190,191.Red_headed_Woodpecker,2.93,23,024.Red_faced_Cormorant,1.99
todas_imagens\AFRICAN_CROWNED_CRANE__train__016.jpg,AFRICAN_CROWNED_CRANE__train__016.jpg,99,100.Brown_Pelican,10.08,23,024.Red_faced_Cormorant,7.72,50,051.Horned_Grebe,5.86,43,044.Frigatebird,4.97,89,090.Red_breasted_Merganser,3.85
todas_imagens\AFRICAN_CROWNED_CRANE__train__017.jpg,AFRICAN_CROWNED_CRANE__train__017.jpg,99,100.Brown_Pelican,9.54,100,101.White_Pelican,8.84,107,108.White_necked_Raven,4.21,43,044.Frigatebird,3.92,190,191.Red_headed_Woodpecker,2.14
todas_imagens\AFRICAN_CROWNED_CRANE__train__018.jpg,AFRICAN_CROWNED_CRANE__train__018.jpg,107,108.White_necked_Raven,5.85,99,100.Brown_Pelican,3.06,43,044.Frigatebird,2.72,100,101.White_Pelican,2.64,190,191.Red_headed_Woodpecker,2.64
todas_imagens\AFRICAN_CROWNED_CRANE__train__019.jpg,AFRICAN_CROWNED_CRANE__train__019.jpg,107,108.White_necked_Raven,4.81,43,044.Frigatebird,4.24,89,090.Red_breasted_Merganser,3.12,23,024.Red_faced_Cormorant,2.95,31,032.Mangrove_Cuckoo,2.28
todas_imagens\AFRICAN_CROWNED_CRANE__train__020.jpg,AFRICAN_CROWNED_CRANE__train__020.jpg,99,100.Brown_Pelican,4.74,43,044.Frigatebird,3.43,190,191.Red_headed_Woodpecker,2.71,107,108.White_necked_Raven,2.62,89,090.Red_breasted_Merganser,2.6
todas_imagens\AFRICAN_CROWNED_CRANE__train__021.jpg,AFRICAN_CROWNED_CRANE__train__021.jpg,107,108.White_necked_Raven,7.91,43,044.Frigatebird,3.7,190,191.Red_headed_Woodpecker,3.61,100,101.White_Pelican,2.66,125,126.Nelson_Sharp_tailed_Sparrow,2.03
todas_imagens\AFRICAN_CROWNED_CRANE__train__022.jpg,AFRICAN_CROWNED_CRANE__train__022.jpg,107,108.White_necked_Raven,8.45,43,044.Frigatebird,4.8,190,191.Red_headed_Woodpecker,4.29,81,082.Ringed_Kingfisher,2.43,99,100.Brown_Pelican,1.89
todas_imagens\AFRICAN_CROWNED_CRANE__train__023.jpg,AFRICAN_CROWNED_CRANE__train__023.jpg,107,108.White_necked_Raven,5.44,43,044.Frigatebird,3.95,190,191.Red_headed_Woodpecker,3.01,100,101.White_Pelican,2.33,144,145.Elegant_Tern,2.0
todas_imagens\AFRICAN_CROWNED_CRANE__train__024.jpg,AFRICAN_CROWNED_CRANE__train__024.jpg,107,108.White_necked_Raven,5.27,99,100.Brown_Pelican,4.76,100,101.White_Pelican,4.38,43,044.Frigatebird,3.94,89,090.Red_breasted_Merganser,3.26
todas_imagens\AFRICAN_CROWNED_CRANE__train__025.jpg,AFRICAN_CROWNED_CRANE__train__025.jpg,100,101.White_Pelican,3.83,107,108.White_necked_Raven,3.67,43,044.Frigatebird,3.53,99,100.Brown_Pelican,3.41,190,191.Red_headed_Woodpecker,2.94
todas_imagens\AFRICAN_CROWNED_CRANE__train__026.jpg,AFRICAN_CROWNED_CRANE__train__026.jpg,43,044.Frigatebird,7.16,190,191.Red_headed_Woodpecker,4.44,23,024.Red_faced_Cormorant,3.86,81,082.Ringed_Kingfisher,3.05,123,124.Le_Conte_Sparrow,2.07
todas_imagens\AFRICAN_CROWNED_CRANE__train__027.jpg,AFRICAN_CROWNED_CRANE__train__027.jpg,43,044.Frigatebird,6.67,107,108.White_necked_Raven,6.08,23,024.Red_faced_Cormorant,3.3,106,107.Common_Raven,2.51,99,100.Brown_Pelican,2.19
todas_imagens\AFRICAN_CROWNED_CRANE__train__028.jpg,AFRICAN_CROWNED_CRANE__train__028.jpg,99,100.Brown_Pelican,7.33,43,044.Frigatebird,6.36,140,141.Artic_Tern,6.11,190,191.Red_headed_Woodpecker,3.16,42,043.Yellow_bellied_Flycatcher,2.65
todas_imagens\AFRICAN_CROWNED_CRANE__train__029.jpg,AFRICAN_CROWNED_CRANE__train__029.jpg,107,108.White_necked_Raven,16.84,43,044.Frigatebird,6.2,23,024.Red_faced_Cormorant,3.34,190,191.Red_headed_Woodpecker,2.74,100,101.White_Pelican,1.9
todas_imagens\AFRICAN_CROWNED_CRANE__train__030.jpg,AFRICAN_CROWNED_CRANE__train__030.jpg,43,044.Frigatebird,5.86,99,100.Brown_Pelican,5.26,190,191.Red_headed_Woodpecker,3.94,107,108.White_necked_Raven,2.14,177,178.Swainson_Warbler,2.1
todas_imagens\AFRICAN_CROWNED_CRANE__train__031.jpg,AFRICAN_CROWNED_CRANE__train__031.jpg,107,108.White_necked_Raven,21.82,43,044.Frigatebird,7.6,144,145.Elegant_Tern,2.83,100,101.White_Pelican,2.8,99,100.Brown_Pelican,2.72
todas_imagens\AFRICAN_CROWNED_CRANE__train__032.jpg,AFRICAN_CROWNED_CRANE__train__032.jpg,107,108.White_necked_Raven,6.73,190,191.Red_headed_Woodpecker,5.25,43,044.Frigatebird,3.87,100,101.White_Pelican,3.29,187,188.Pileated_Woodpecker,2.2
todas_imagens\AFRICAN_CROWNED_CRANE__train__033.jpg,AFRICAN_CROWNED_CRANE__train__033.jpg,107,108.White_necked_Raven,26.38,190,191.Red_headed_Woodpecker,5.68,43,044.Frigatebird,4.69,99,100.Brown_Pelican,2.3,23,024.Red_faced_Cormorant,1.86
todas_imagens\AFRICAN_CROWNED_CRANE__train__034.jpg,AFRICAN_CROWNED_CRANE__train__034.jpg,190,191.Red_headed_Woodpecker,7.0,107,108.White_necked_Raven,5.6,43,044.Frigatebird,3.03,100,101.White_Pelican,2.9,144,145.Elegant_Tern,2.55
todas_imagens\AFRICAN_CROWNED_CRANE__train__035.jpg,AFRICAN_CROWNED_CRANE__train__035.jpg,43,044.Frigatebird,8.88,190,191.Red_headed_Woodpecker,6.66,177,178.Swainson_Warbler,4.22,140,141.Artic_Tern,2.33,187,188.Pileated_Woodpecker,2.29
todas_imagens\AFRICAN_CROWNED_CRANE__train__036.jpg,AFRICAN_CROWNED_CRANE__train__036.jpg,99,100.Brown_Pelican,6.14,100,101.White_Pelican,5.91,43,044.Frigatebird,4.56,144,145.Elegant_Tern,3.56,190,191.Red_headed_Woodpecker,2.66
todas_imagens\AFRICAN_CROWNED_CRANE__train__037.jpg,AFRICAN_CROWNED_CRANE__train__037.jpg,140,141.Artic_Tern,31.73,43,044.Frigatebird,5.62,190,191.Red_headed_Woodpecker,3.6,89,090.Red_breasted_Merganser,3.53,24,025.Pelagic_Cormorant,3.29
todas_imagens\AFRICAN_CROWNED_CRANE__train__038.jpg,AFRICAN_CROWNED_CRANE__train__038.jpg,107,108.White_necked_Raven,6.98,99,100.Brown_Pelican,4.51,43,044.Frigatebird,4.06,100,101.White_Pelican,3.54,190,191.Red_headed_Woodpecker,2.1
todas_imagens\AFRICAN_CROWNED_CRANE__train__039.jpg,AFRICAN_CROWNED_CRANE__train__039.jpg,107,108.White_necked_Raven,3.9,140,141.Artic_Tern,2.96,190,191.Red_headed_Woodpecker,2.62,100,101.White_Pelican,2.17,43,044.Frigatebird,1.88
todas_imagens\AFRICAN_CROWNED_CRANE__train__040.jpg,AFRICAN_CROWNED_CRANE__train__040.jpg,107,108.White_necked_Raven,12.93,23,024.Red_faced_Cormorant,4.36,99,100.Brown_Pelican,3.82,100,101.White_Pelican,3.33,43,044.Frigatebird,2.87
todas_imagens\AFRICAN_CROWNED_CRANE__train__041.jpg,AFRICAN_CROWNED_CRANE__train__041.jpg,100,101.White_Pelican,4.61,43,044.Frigatebird,4.03,190,191.Red_headed_Woodpecker,3.76,99,100.Brown_Pelican,3.62,107,108.White_necked_Raven,3.07
todas_imagens\AFRICAN_CROWNED_CRANE__train__042.jpg,AFRICAN_CROWNED_CRANE__train__042.jpg,43,044.Frigatebird,8.39,190,191.Red_headed_Woodpecker,3.36,140,141.Artic_Tern,2.69,99,100.Brown_Pelican,2.42,177,178.Swainson_Warbler,2.21
todas_imagens\AFRICAN_CROWNED_CRANE__train__043.jpg,AFRICAN_CROWNED_CRANE__train__043.jpg,107,108.White_necked_Raven,13.62,100,101.White_Pelican,6.23,99,100.Brown_Pelican,5.09,190,191.Red_headed_Woodpecker,3.33,23,024.Red_faced_Cormorant,2.69
todas_imagens\AFRICAN_CROWNED_CRANE__train__044.jpg,AFRICAN_CROWNED_CRANE__train__044.jpg,107,108.White_necked_Raven,46.47,43,044.Frigatebird,11.45,99,100.Brown_Pelican,2.36,58,059.California_Gull,1.9,100,101.White_Pelican,1.85
todas_imagens\AFRICAN_CROWNED_CRANE__train__045.jpg,AFRICAN_CROWNED_CRANE__train__045.jpg,43,044.Frigatebird,4.0,99,100.Brown_Pelican,2.69,177,178.Swainson_Warbler,2.61,190,191.Red_headed_Woodpecker,2.5,89,090.Red_breasted_Merganser,2.23
todas_imagens\AFRICAN_CROWNED_CRANE__train__046.jpg,AFRICAN_CROWNED_CRANE__train__046.jpg,107,108.White_necked_Raven,11.47,100,101.White_Pelican,7.25,99,100.Brown_Pelican,5.07,23,024.Red_faced_Cormorant,2.81,190,191.Red_headed_Woodpecker,2.34
todas_imagens\AFRICAN_CROWNED_CRANE__train__047.jpg,AFRICAN_CROWNED_CRANE__train__047.jpg,43,044.Frigatebird,3.4,99,100.Brown_Pelican,3.33,177,178.Swainson_Warbler,2.98,89,090.Red_breasted_Merganser,2.7,50,051.Horned_Grebe,2.5
todas_imagens\AFRICAN_CROWNED_CRANE__train__048.jpg,AFRICAN_CROWNED_CRANE__train__048.jpg,99,100.Brown_Pelican,11.54,107,108.White_necked_Raven,9.38,100,101.White_Pelican,6.16,43,044.Frigatebird,2.34,23,024.Red_faced_Cormorant,2.14
todas_imagens\AFRICAN_CROWNED_CRANE__train__049.jpg,AFRICAN_CROWNED_CRANE__train__049.jpg,107,108.White_necked_Raven,3.39,99,100.Brown_Pelican,2.99,144,145.Elegant_Tern,2.69,100,101.White_Pelican,2.63,160,161.Blue_winged_Warbler,2.39
todas_imagens\AFRICAN_CROWNED_CRANE__train__050.jpg,AFRICAN_CROWNED_CRANE__train__050.jpg,99,100.Brown_Pelican,8.32,43,044.Frigatebird,3.42,42,043.Yellow_bellied_Flycatcher,2.66,23,024.Red_faced_Cormorant,2.49,107,108.White_necked_Raven,1.95
todas_imagens\AFRICAN_CROWNED_CRANE__train__051.jpg,AFRICAN_CROWNED_CRANE__train__051.jpg,43,044.Frigatebird,9.28,99,100.Brown_Pelican,6.55,140,141.Artic_Tern,4.0,23,024.Red_faced_Cormorant,3.73,89,090.Red_breasted_Merganser,2.97
todas_imagens\AFRICAN_CROWNED_CRANE__train__052.jpg,AFRICAN_CROWNED_CRANE__train__052.jpg,99,100.Brown_Pelican,19.01,100,101.White_Pelican,4.36,107,108.White_necked_Raven,3.38,60,061.Heermann_Gull,2.78,43,044.Frigatebird,2.72
todas_imagens\AFRICAN_CROWNED_CRANE__train__053.jpg,AFRICAN_CROWNED_CRANE__train__053.jpg,100,101.White_Pelican,21.39,43,044.Frigatebird,5.85,107,108.White_necked_Raven,4.05,142,143.Caspian_Tern,2.57,190,191.Red_headed_Woodpecker,2.44
todas_imagens\AFRICAN_CROWNED_CRANE__train__054.jpg,AFRICAN_CROWNED_CRANE__train__054.jpg,107,108.White_necked_Raven,10.29,43,044.Frigatebird,6.44,99,100.Brown_Pelican,3.93,150,151.Black_capped_Vireo,3.7,187,188.Pileated_Woodpecker,2.81
todas_imagens\AFRICAN_CROWNED_CRANE__train__055.jpg,AFRICAN_CROWNED_CRANE__train__055.jpg,43,044.Frigatebird,16.31,89,090.Red_breasted_Merganser,3.22,177,178.Swainson_Warbler,2.97,190,191.Red_headed_Woodpecker,2.86,23,024.Red_faced_Cormorant,2.63
todas_imagens\AFRICAN_CROWNED_CRANE__train__056.jpg,AFRICAN_CROWNED_CRANE__train__056.jpg,99,100.Brown_Pelican,7.21,177,178.Swainson_Warbler,2.97,89,090.Red_breasted_Merganser,2.63,42,043.Yellow_bellied_Flycatcher,2.36,107,108.White_necked_Raven,2.31
todas_imagens\AFRICAN_CROWNED_CRANE__train__057.jpg,AFRICAN_CROWNED_CRANE__train__057.jpg,99,100.Brown_Pelican,14.9,23,024.Red_faced_Cormorant,3.87,107,108.White_necked_Raven,2.87,100,101.White_Pelican,2.75,43,044.Frigatebird,2.63
todas_imagens\AFRICAN_CROWNED_CRANE__train__058.jpg,AFRICAN_CROWNED_CRANE__train__058.jpg,43,044.Frigatebird,4.41,190,191.Red_headed_Woodpecker,3.89,107,108.White_necked_Raven,3.37,99,100.Brown_Pelican,2.28,23,024.Red_faced_Cormorant,1.73
todas_imagens\AFRICAN_CROWNED_CRANE__train__059.jpg,AFRICAN_CROWNED_CRANE__train__059.jpg,107,108.White_necked_Raven,5.33,144,145.Elegant_Tern,3.58,43,044.Frigatebird,3.51,190,191.Red_headed_Woodpecker,3.24,100,101.White_Pelican,2.55
todas_imagens\AFRICAN_CROWNED_CRANE__train__061.jpg,AFRICAN_CROWNED_CRANE__train__061.jpg,99,100.Brown_Pelican,14.53,107,108.White_necked_Raven,5.17,100,101.White_Pelican,4.69,43,044.Frigatebird,2.21,23,024.Red_faced_Cormorant,1.71
todas_imagens\AFRICAN_CROWNED_CRANE__train__062.jpg,AFRICAN_CROWNED_CRANE__train__062.jpg,190,191.Red_headed_Woodpecker,6.54,43,044.Frigatebird,5.02,107,108.White_necked_Raven,2.49,74,075.Green_Jay,2.44,150,151.Black_capped_Vireo,2.4
todas_imagens\AFRICAN_CROWNED_CRANE__train__063.jpg,AFRICAN_CROWNED_CRANE__train__063.jpg,99,100.Brown_Pelican,24.06,43,044.Frigatebird,9.36,89,090.Red_breasted_Merganser,3.42,140,141.Artic_Tern,2.36,35,036.Northern_Flicker,1.89
todas_imagens\AFRICAN_CROWNED_CRANE__train__064.jpg,AFRICAN_CROWNED_CRANE__train__064.jpg,107,108.White_necked_Raven,12.39,43,044.Frigatebird,9.9,23,024.Red_faced_Cormorant,4.63,99,100.Brown_Pelican,2.97,190,191.Red_headed_Woodpecker,2.88
todas_imagens\AFRICAN_CROWNED_CRANE__train__065.jpg,AFRICAN_CROWNED_CRANE__train__065.jpg,107,108.White_necked_Raven,9.43,43,044.Frigatebird,4.53,99,100.Brown_Pelican,4.46,190,191.Red_headed_Woodpecker,3.06,23,024.Red_faced_Cormorant,2.96
todas_imagens\AFRICAN_CROWNED_CRANE__train__066.jpg,AFRICAN_CROWNED_CRANE__train__066.jpg,43,044.Frigatebird,4.82,99,100.Brown_Pelican,2.97,190,191.Red_headed_Woodpecker,2.95,177,178.Swainson_Warbler,2.82,89,090.Red_breasted_Merganser,2.02
todas_imagens\AFRICAN_CROWNED_CRANE__train__067.jpg,AFRICAN_CROWNED_CRANE__train__067.jpg,99,100.Brown_Pelican,5.15,107,108.White_necked_Raven,4.36,100,101.White_Pelican,3.92,190,191.Red_headed_Woodpecker,3.4,43,044.Frigatebird,2.98
todas_imagens\AFRICAN_CROWNED_CRANE__train__068.jpg,AFRICAN_CROWNED_CRANE__train__068.jpg,107,108.White_necked_Raven,7.83,99,100.Brown_Pelican,7.76,100,101.White_Pelican,4.29,43,044.Frigatebird,3.43,190,191.Red_headed_Woodpecker,2.42
todas_imagens\AFRICAN_CROWNED_CRANE__train__069.jpg,AFRICAN_CROWNED_CRANE__train__069.jpg,43,044.Frigatebird,6.31,190,191.Red_headed_Woodpecker,5.53,107,108.White_necked_Raven,4.69,2,003.Sooty_Albatross,3.07,140,141.Artic_Tern,2.73
todas_imagens\AFRICAN_CROWNED_CRANE__train__070.jpg,AFRICAN_CROWNED_CRANE__train__070.jpg,52,053.Western_Grebe,18.1,88,089.Hooded_Merganser,4.85,89,090.Red_breasted_Merganser,4.48,50,051.Horned_Grebe,3.07,190,191.Red_headed_Woodpecker,2.87
todas_imagens\AFRICAN_CROWNED_CRANE__train__071.jpg,AFRICAN_CROWNED_CRANE__train__071.jpg,107,108.White_necked_Raven,8.66,43,044.Frigatebird,4.67,99,100.Brown_Pelican,4.16,23,024.Red_faced_Cormorant,2.85,89,090.Red_breasted_Merganser,2.3
todas_imagens\AFRICAN_CROWNED_CRANE__train__072.jpg,AFRICAN_CROWNED_CRANE__train__072.jpg,99,100.Brown_Pelican,9.78,43,044.Frigatebird,5.57,107,108.White_necked_Raven,3.83,190,191.Red_headed_Woodpecker,3.4,140,141.Artic_Tern,3.03
